Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
NE 28TH AVE / NE WEIDLER ST,21-43385,Property,Sullivan's Gulch,2/16/2021,2300,Robbery,Robbery,45.534459893,-122.636700422,2/17/2021,1
NE 28TH AVE / NE WEIDLER ST,21-901817,Property,Sullivan's Gulch,1/21/2021,0901,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.534459893,-122.636700422,1/26/2021,1
NE 29TH AVE / NE AINSWORTH ST,21-905251,Property,Concordia,3/16/2021,0310,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.566389260,-122.636004587,3/16/2021,1
NE 29TH AVE / NE DAVIS ST,21-900568,Property,Kerns,1/9/2021,0005,Larceny Offenses,Theft From Motor Vehicle,45.524325991,-122.635905312,1/9/2021,1
NE 30TH AVE / E BURNSIDE ST,21-66699,Property,Kerns,3/12/2021,1302,Vandalism,Vandalism,45.522867873,-122.634496095,3/12/2021,1
NE 31ST AVE / E BURNSIDE ST,21-69467,Property,Kerns,3/14/2021,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.522866313,-122.633102641,3/15/2021,1
NE 31ST AVE / NE SUMNER ST,21-901170,Property,Concordia,1/18/2021,0300,Larceny Offenses,Theft From Motor Vehicle,45.560289530,-122.633826044,1/18/2021,1
NE 31ST AVE / NE SUMNER ST,21-901733,Property,Concordia,1/25/2021,0330,Larceny Offenses,Theft From Motor Vehicle,45.560289530,-122.633826044,1/25/2021,1
NE 32ND PL / NE GOING ST,21-900448,Property,Concordia,1/6/2021,1800,Larceny Offenses,Theft From Motor Vehicle,45.556295442,-122.631723167,1/7/2021,1
NE 32ND PL / NE JARRETT ST,21-902576,Property,Concordia,2/7/2021,0100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.564452130,-122.631724974,2/7/2021,1
NE 32ND PL / NE JARRETT ST,21-903733,Property,Concordia,2/25/2021,2130,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.564452130,-122.631724974,2/25/2021,1
NE 33RD AVE / NE AINSWORTH ST,21-901165,Property,Concordia,1/15/2021,2300,Burglary,Burglary,45.566403546,-122.630649915,1/17/2021,1
NE 33RD AVE / NE AINSWORTH ST,21-902961,Property,Concordia,2/16/2021,0000,Larceny Offenses,Theft From Motor Vehicle,45.566403546,-122.630649915,2/16/2021,1
NE 33RD AVE / NE DEKUM ST,21-57618,Property,Concordia,3/3/2021,1100,Motor Vehicle Theft,Motor Vehicle Theft,45.571863474,-122.630640129,3/3/2021,1
NE 33RD AVE / NE DEKUM ST,21-74771,Society,Concordia,3/20/2021,1420,Weapon Law Violations,Weapons Law Violations,45.571863474,-122.630640129,3/20/2021,1
NE 33RD AVE / NE GOING ST,21-71467,Property,Concordia,3/17/2021,0722,Motor Vehicle Theft,Motor Vehicle Theft,45.556707325,-122.630668563,3/17/2021,1
NE 33RD AVE / NE LOMBARD ST&33RD AVE RAMP,21-904574,Property,Concordia,3/6/2021,1305,Larceny Offenses,Theft From Motor Vehicle,45.571863474,-122.630640129,3/8/2021,1
NE 33RD AVE / NE SKIDMORE ST,21-72568,Property,Beaumont-Wilshire,3/16/2021,2345,Motor Vehicle Theft,Motor Vehicle Theft,45.554301123,-122.630671942,3/18/2021,1
NE 33RD DR / NE ARGYLE ST,21-6273,Property,Sunderland,1/7/2021,1817,Motor Vehicle Theft,Motor Vehicle Theft,45.576010408,-122.633378237,1/7/2021,1
NE 33RD DR / NE MARINE DR,21-902181,Property,Sunderland,2/1/2021,1700,Larceny Offenses,Theft From Motor Vehicle,45.600404370,-122.635257552,2/1/2021,1
NE 33RD DR / NE SUNDERLAND AVE,21-31757,Property,Sunderland,2/4/2021,0700,Motor Vehicle Theft,Motor Vehicle Theft,45.589257412,-122.631993090,2/4/2021,1
NE 33RD DR / NE SUNDERLAND AVE,21-64379,Property,Sunderland,3/10/2021,0730,Motor Vehicle Theft,Motor Vehicle Theft,45.589257412,-122.631993090,3/10/2021,1
NE 35TH AVE / NE SCHUYLER ST,21-900670,Property,Grant Park,1/11/2021,0940,Larceny Offenses,Theft From Motor Vehicle,45.535774543,-122.628395448,1/11/2021,1
NE 37TH AVE / NE SANDY BLVD&I84 FWY RAMP,21-6753,Property,Hollywood,1/7/2021,1600,Vandalism,Vandalism,45.534033658,-122.624914328,1/7/2021,1
NE 38TH AVE / NE TILLAMOOK ST,21-900778,Property,Grant Park,1/10/2021,2110,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.537776667,-122.623984729,1/12/2021,1
NE 42ND AVE / NE ALBERTA ST,21-900114,Property,Cully,1/3/2021,0130,Vandalism,Vandalism,45.558894618,-122.620393220,1/3/2021,1
NE 42ND AVE / NE ALBERTA ST,21-901184,Property,Cully,1/18/2021,1445,Larceny Offenses,All Other Larceny,45.558894618,-122.620393220,1/18/2021,1
NE 42ND AVE / NE SIMPSON ST,21-900970,Property,Cully,1/15/2021,1655,Larceny Offenses,Theft From Motor Vehicle,45.565100155,-122.620418126,1/15/2021,1
NE 43RD AVE / NE SANDY BLVD,21-83533,Property,Hollywood,3/27/2021,1830,Larceny Offenses,All Other Larceny,45.536558659,-122.618922523,3/29/2021,1
NE 44TH AVE / NE FREMONT ST,21-43217,Property,Beaumont-Wilshire,2/16/2021,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.548295020,-122.618368895,2/17/2021,1
NE 44TH AVE / NE FREMONT ST,21-903461,Property,Beaumont-Wilshire,2/21/2021,1830,Larceny Offenses,Theft From Motor Vehicle,45.548295020,-122.618368895,2/22/2021,1
NE 44TH AVE / NE HANCOCK ST,21-903071,Property,Hollywood,2/17/2021,1711,Larceny Offenses,Theft From Motor Vehicle,45.536511410,-122.617913531,2/17/2021,1
NE 44TH AVE / NE HAZELFERN PL,21-903495,Property,Laurelhurst,2/11/2021,1630,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.530857297,-122.617292717,2/22/2021,1
NE 47TH AVE / NE GLISAN ST,21-25664,Property,North Tabor,1/28/2021,1624,Vandalism,Vandalism,45.526462997,-122.615005450,1/28/2021,1
NE 47TH AVE / NE HANCOCK ST,21-901421,Property,Rose City Park,1/21/2021,0000,Vandalism,Vandalism,45.536510528,-122.614981607,1/21/2021,1
NE 50TH AVE / NE COUCH ST,21-900277,Property,North Tabor,1/5/2021,1200,Larceny Offenses,Theft From Motor Vehicle,45.523801625,-122.612025820,1/5/2021,1
NE 51ST AVE / NE KLICKITAT ST,21-905981,Property,Rose City Park,3/26/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.546936195,-122.610653255,3/29/2021,1
NE 59TH AVE / NE KLICKITAT ST,21-902224,Property,Rose City Park,2/4/2021,0615,Larceny Offenses,Theft From Motor Vehicle,45.546899203,-122.602491088,2/4/2021,1
NE 60TH AVE / NE PORTLAND HWY,21-35729,Property,Cully,2/8/2021,1206,Vandalism,Vandalism,45.567100340,-122.600829675,2/8/2021,1
NE 62ND AVE / NE SANDY BLVD,21-24264,Society,Rose City Park,1/27/2021,0408,Weapon Law Violations,Weapons Law Violations,45.544245001,-122.599401923,1/27/2021,1
NE 63RD AVE / NE SISKIYOU ST,21-61432,Property,Rose City Park,3/7/2021,1030,Robbery,Robbery,45.545347292,-122.598384558,3/7/2021,1
NE 65TH AVE / NE BROADWAY,21-904375,Property,Madison South,3/6/2021,0000,Larceny Offenses,Theft From Motor Vehicle,45.534919145,-122.596718616,3/6/2021,1
NE 65TH AVE / NE HANCOCK ST,21-85325,Person,Madison South,3/31/2021,0750,Assault Offenses,Simple Assault,45.536126650,-122.596700754,3/31/2021,1
NE 66TH AVE / E BURNSIDE ST,21-57550,Property,North Tabor,2/7/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.523116245,-122.596114925,3/3/2021,1
NE 67TH AVE / E BURNSIDE ST,21-905595,Property,North Tabor,3/21/2021,0000,Larceny Offenses,Theft From Motor Vehicle,45.523121031,-122.595100312,3/23/2021,1
NE 67TH AVE / NE SISKIYOU ST,21-900470,Property,Roseway,12/1/2020,1800,Larceny Offenses,All Other Larceny,45.545328007,-122.594327003,1/7/2021,1
NE 69TH AVE / NE MULTNOMAH ST,21-71944,Property,Montavilla,3/17/2021,0450,Motor Vehicle Theft,Motor Vehicle Theft,45.531597032,-122.591880348,3/17/2021,1
NE 70TH AVE / NE MASON ST,21-901126,Property,Roseway,1/17/2021,0100,Vandalism,Vandalism,45.552463056,-122.591216361,1/17/2021,1
NE 70TH AVE / SE 70TH AVE,21-902482,Property,Montavilla,2/5/2021,0035,Larceny Offenses,Theft From Motor Vehicle,45.523107069,-122.590896232,2/5/2021,1
NE 71ST AVE / NE GLISAN ST,21-4882,Property,Montavilla,1/5/2021,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.526456846,-122.589848619,1/6/2021,1
NE 72ND AVE / NE BEECH ST,21-903210,Property,Roseway,2/15/2021,0420,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.549638665,-122.588870900,2/15/2021,1
NE 72ND AVE / NE BROADWAY,21-900444,Property,Montavilla,1/7/2021,1250,Larceny Offenses,Theft From Motor Vehicle,45.535039784,-122.589340886,1/7/2021,1
NE 78TH AVE / NE GLISAN ST,21-903222,Property,Montavilla,2/13/2021,0030,Vandalism,Vandalism,45.526434645,-122.583516725,2/13/2021,1
NE 79TH CT / NE ALDERWOOD RD,21-905408,Property,,3/19/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.573787332,-122.582525274,3/20/2021,1
NE 81ST AVE / NE MULTNOMAH ST,21-68415,Property,Montavilla,3/13/2021,1645,Motor Vehicle Theft,Motor Vehicle Theft,45.531598564,-122.580005632,3/14/2021,1
NE 82ND AVE / E BURNSIDE ST,21-903982,Property,Montavilla,3/1/2021,1120,Larceny Offenses,Shoplifting,45.522778641,-122.579058048,3/1/2021,1
NE 82ND AVE / NE COLUMBIA BLVD,21-42103,Property,Cully,2/13/2021,1700,Vandalism,Vandalism,45.564685211,-122.577769726,2/15/2021,1
NE 82ND AVE / NE COLUMBIA BLVD,21-80495,Property,Cully,3/26/2021,0400,Motor Vehicle Theft,Motor Vehicle Theft,45.564685211,-122.577769726,3/26/2021,1
NE 82ND AVE / NE FREMONT ST,21-35631,Person,Madison South,2/8/2021,0947,Assault Offenses,Intimidation,45.548140537,-122.578737621,2/8/2021,1
NE 82ND AVE / NE GOING ST,21-10288,Property,Cully,1/12/2021,0610,Robbery,Robbery,45.557337009,-122.578582445,1/12/2021,1
NE 82ND AVE / NE JONESMORE ST,21-19125,Property,Madison South,1/20/2021,1130,Larceny Offenses,All Other Larceny,45.533959508,-122.579014700,1/21/2021,1
NE 82ND AVE / NE JONESMORE ST,21-24983,Society,Madison South,1/27/2021,2129,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.533959508,-122.579014700,1/27/2021,1
NE 82ND AVE / NE SANDY BLVD,21-8618,Property,Sumner,1/10/2021,0835,Vandalism,Vandalism,45.552427165,-122.578672056,1/10/2021,1
NE 82ND AVE / NE SANDY BLVD,21-78472,Property,Sumner,3/21/2021,0000,Vandalism,Vandalism,45.552427165,-122.578672056,3/24/2021,1
NE 82ND AVE / NE TILLAMOOK ST,21-35957,Property,Madison South,2/8/2021,1652,Vandalism,Vandalism,45.537225303,-122.578962536,2/8/2021,1
NE 82ND AVE / NE TILLAMOOK ST,21-75068,Society,Madison South,3/20/2021,2107,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.537225303,-122.578962536,3/20/2021,1
NE 82ND AVE / NE TILLAMOOK ST,21-75068,Society,Madison South,3/20/2021,2107,Weapon Law Violations,Weapons Law Violations,45.537225303,-122.578962536,3/20/2021,1
NE 86TH AVE / NE BROADWAY,21-57522,Person,Madison South,3/3/2021,1520,Assault Offenses,Aggravated Assault,45.534957521,-122.574495486,3/3/2021,1
NE 89TH AVE / NE HUMBOLDT ST,21-19268,Property,Sumner,1/21/2021,1457,Burglary,Burglary,45.558640073,-122.571291833,1/21/2021,1
NE 90TH AVE / NE GLISAN ST,21-6833,Property,Montavilla,1/1/2021,1129,Motor Vehicle Theft,Motor Vehicle Theft,45.526365786,-122.571238519,1/8/2021,1
NE 92ND AVE / NE HALSEY ST,21-37756,Society,Madison South,2/10/2021,1301,Weapon Law Violations,Weapons Law Violations,45.533456883,-122.568553843,2/10/2021,1
NE 96TH AVE / NE SANDY BLVD,21-905265,Property,Parkrose,3/16/2021,0530,Larceny Offenses,Theft From Motor Vehicle,45.558357872,-122.563947144,3/16/2021,1
NE 97TH AVE / NE GLISAN ST,21-61754,Property,Hazelwood,3/7/2021,1639,Larceny Offenses,Theft From Motor Vehicle,45.526307045,-122.563523613,3/7/2021,1
NE 99TH AVE / NE EVERETT CT,21-19940,Property,Hazelwood,1/22/2021,0940,Larceny Offenses,Theft From Motor Vehicle,45.525271966,-122.562190150,1/22/2021,1
NE 100TH AVE / NE GLISAN ST,21-68298,Society,Hazelwood,3/14/2021,0315,Weapon Law Violations,Weapons Law Violations,45.526294102,-122.560728442,3/14/2021,1
NE 102ND AVE / E BURNSIDE ST,21-904783,Property,Hazelwood,2/24/2021,1810,Fraud Offenses,Identity Theft,45.522732786,-122.558288633,3/11/2021,1
NE 102ND AVE / NE HALSEY ST,21-71809,Society,Woodland Park,3/17/2021,1410,Weapon Law Violations,Weapons Law Violations,45.533535612,-122.558055726,3/18/2021,1
NE 102ND AVE / NE PRESCOTT ST,21-58488,Property,Parkrose,3/3/2021,1800,Larceny Offenses,All Other Larceny,45.555387588,-122.557770410,3/4/2021,1
NE 102ND AVE / NE PRESCOTT ST,21-901343,Property,Parkrose,1/17/2021,0000,Vandalism,Vandalism,45.555387588,-122.557770410,1/20/2021,1
NE 102ND AVE / NE SACRAMENTO ST,21-901603,Property,Parkrose Heights,1/2/2021,0100,Larceny Offenses,Theft From Motor Vehicle,45.539471448,-122.557970328,1/23/2021,1
NE 102ND AVE / NE WASCO ST,21-8344,Property,Hazelwood,1/9/2021,2207,Robbery,Robbery,45.532051053,-122.558072172,1/9/2021,1
NE 104TH AVE / NE WASCO ST,21-1688,Society,Hazelwood,1/2/2021,2249,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.532047919,-122.555487874,1/3/2021,1
NE 104TH AVE / NE WASCO ST,21-21313,Society,Hazelwood,1/23/2021,1932,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.532047919,-122.555487874,1/23/2021,1
NE 104TH AVE / NE WASCO ST,21-21313,Society,Hazelwood,1/23/2021,1932,Weapon Law Violations,Weapons Law Violations,45.532047919,-122.555487874,1/23/2021,1
NE 104TH AVE / NE WASCO ST,21-69152,Person,Hazelwood,3/14/2021,2359,Assault Offenses,Aggravated Assault,45.532047919,-122.555487874,3/14/2021,5
NE 105TH AVE / NE FREMONT ST,21-39556,Property,Parkrose,2/12/2021,1229,Motor Vehicle Theft,Motor Vehicle Theft,45.548100395,-122.554722136,2/12/2021,1
NE 105TH AVE / NE FREMONT ST,21-800243,Property,Parkrose,1/17/2021,1337,Arson,Arson,45.548100395,-122.554722136,1/17/2021,1
NE 105TH AVE / NE SANDY BLVD,21-58230,Property,Parkrose,2/25/2021,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.558844114,-122.554720635,3/4/2021,1
NE 105TH AVE / NE SANDY BLVD,21-71428,Property,Parkrose,3/17/2021,0510,Vandalism,Vandalism,45.558844114,-122.554720635,3/17/2021,1
NE 109TH AVE / NE FREMONT ST,21-12942,Property,Parkrose,1/14/2021,1803,Motor Vehicle Theft,Motor Vehicle Theft,45.548328930,-122.550681219,1/14/2021,1
NE 110TH AVE / NE WYGANT ST,21-904299,Property,Parkrose,3/5/2021,0430,Larceny Offenses,All Other Larceny,45.557192538,-122.549646393,3/5/2021,1
NE 111TH AVE / NE GLISAN ST,21-901636,Property,Hazelwood,1/24/2021,0600,Larceny Offenses,Theft From Building,45.526280108,-122.548467975,1/24/2021,1
NE 112TH AVE / NE HOLMAN ST,21-901114,Property,Parkrose,1/16/2021,0940,Vandalism,Vandalism,45.568176012,-122.547426130,1/18/2021,1
NE 112TH AVE / NE MARX ST,21-73391,Property,Parkrose,3/19/2021,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.560296462,-122.547434722,3/19/2021,1
NE 114TH AVE / NE HALSEY ST,21-905285,Property,Hazelwood,3/5/2021,1900,Vandalism,Vandalism,45.533524078,-122.544560229,3/16/2021,1
NE 117TH AVE / NE BRAZEE ST,21-50768,Property,Parkrose Heights,2/24/2021,2352,Larceny Offenses,All Other Larceny,45.540448103,-122.542592069,2/25/2021,1
NE 117TH AVE / NE BRAZEE ST,21-50768,Society,Parkrose Heights,2/24/2021,2352,Weapon Law Violations,Weapons Law Violations,45.540448103,-122.542592069,2/25/2021,1
NE 120TH AVE / NE COUCH ST,21-28356,Person,Hazelwood,1/31/2021,1730,Homicide Offenses,Murder and Non-negligent Manslaughter,45.523427306,-122.539185211,1/31/2021,1
NE 122ND AVE / E BURNSIDE ST,21-10674,Person,Hazelwood,1/12/2021,1447,Assault Offenses,Simple Assault,45.522585530,-122.537765536,1/12/2021,1
NE 122ND AVE / E BURNSIDE ST,21-31223,Property,Hazelwood,2/3/2021,1726,Vandalism,Vandalism,45.522585530,-122.537765536,2/3/2021,1
NE 122ND AVE / I84 FWY WB,21-52286,Property,Parkrose,2/26/2021,1200,Vandalism,Vandalism,45.546581693,-122.537389352,2/26/2021,1
NE 122ND AVE / NE HALSEY ST,21-3454,Society,Parkrose Heights,1/4/2021,1923,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.533572958,-122.537636848,1/4/2021,1
NE 122ND AVE / NE HALSEY ST,21-35532,Property,Parkrose Heights,2/8/2021,0600,Motor Vehicle Theft,Motor Vehicle Theft,45.533572958,-122.537636848,2/8/2021,1
NE 122ND AVE / NE HALSEY ST,21-900401,Property,Parkrose Heights,1/6/2021,2210,Larceny Offenses,Theft From Motor Vehicle,45.533572958,-122.537636848,1/6/2021,1
NE 122ND AVE / NE OREGON ST,21-80198,Property,Hazelwood,3/26/2021,0246,Vandalism,Vandalism,45.528561804,-122.537718518,3/26/2021,1
NE 122ND AVE / NE OREGON ST,21-80927,Person,Hazelwood,3/26/2021,1957,Assault Offenses,Simple Assault,45.528561804,-122.537718518,3/26/2021,2
NE 122ND AVE / NE OREGON ST,21-80927,Property,Hazelwood,3/26/2021,1957,Vandalism,Vandalism,45.528561804,-122.537718518,3/26/2021,1
NE 122ND AVE / NE SISKIYOU ST,21-75603,Property,Russell,3/21/2021,1145,Motor Vehicle Theft,Motor Vehicle Theft,45.544482361,-122.537419413,3/21/2021,1
NE 122ND AVE / NE WASCO ST,21-904547,Property,Hazelwood,3/7/2021,2035,Vandalism,Vandalism,45.532400967,-122.537665047,3/8/2021,1
NE 127TH AVE / NE COUCH ST,21-61429,Society,Hazelwood,3/7/2021,1122,Weapon Law Violations,Weapons Law Violations,45.523424146,-122.532550025,3/7/2021,1
NE 127TH AVE / NE KNOTT ST,21-903423,Property,Russell,2/19/2021,1930,Larceny Offenses,Theft From Motor Vehicle,45.542022013,-122.532271176,2/21/2021,1
NE 128TH AVE / NE MULTNOMAH ST,21-12955,Property,Hazelwood,1/14/2021,1825,Larceny Offenses,Purse-Snatching,45.531415312,-122.531196650,1/14/2021,1
NE 131ST AVE / NE KNOTT ST,21-904552,Property,Russell,3/7/2021,2230,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.542021308,-122.528117023,3/8/2021,1
NE 141ST AVE / NE FREMONT ST,21-25540,Person,Argay,1/28/2021,1359,Assault Offenses,Simple Assault,45.547849534,-122.517771034,1/28/2021,1
NE 148TH AVE / NE AIRPORT WAY,21-5285,Property,Argay,1/5/2021,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.559553080,-122.510266979,1/6/2021,1
NE 148TH AVE / NE AIRPORT WAY,21-906079,Property,Argay,3/19/2021,0125,Larceny Offenses,Theft From Motor Vehicle,45.559553080,-122.510266979,3/29/2021,1
NE 148TH AVE / NE HALSEY ST,21-47233,Property,Wilkes,2/21/2021,1310,Vandalism,Vandalism,45.533658724,-122.510489884,2/21/2021,1
NE 152ND AVE / NE BEECH CT,21-904456,Property,Wilkes,3/1/2021,0200,Vandalism,Vandalism,45.550024120,-122.506071523,3/7/2021,1
NE 156TH AVE / NE SANDY BLVD,21-900260,Property,Wilkes,1/5/2021,0955,Larceny Offenses,All Other Larceny,45.550909027,-122.502365876,1/5/2021,1
NE 158TH AVE / NE AIRPORT WAY,21-69936,Property,Wilkes,3/14/2021,0600,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.557596744,-122.500211830,3/15/2021,1
NE 162ND AVE / NE HALSEY ST,21-65547,Property,Wilkes,3/10/2021,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.534260671,-122.495786488,3/11/2021,1
NE 162ND AVE / NE HALSEY ST,21-904807,Property,Wilkes,3/4/2021,1300,Larceny Offenses,All Other Larceny,45.534260671,-122.495786488,3/11/2021,1
NE AINSWORTH ST / NE 6TH AVE,21-904768,Property,Woodlawn,3/10/2021,0348,Larceny Offenses,All Other Larceny,45.566339530,-122.659380574,3/11/2021,1
NE AINSWORTH ST / NE RODNEY AVE,21-900492,Property,Piedmont,12/12/2020,2200,Larceny Offenses,Theft From Building,45.566428016,-122.664743110,1/8/2021,1
NE AIRPORT WAY / NE 152ND PL,21-58053,Property,Wilkes,3/3/2021,2330,Larceny Offenses,All Other Larceny,45.558813689,-122.505476217,3/4/2021,1
NE ALAMEDA TER / NE 32ND PL,21-903048,Property,Alameda,2/17/2021,1548,Larceny Offenses,All Other Larceny,45.549144524,-122.632668976,2/18/2021,1
NE ALBERTA ST / N WILLIAMS AVE,21-38240,Person,Humboldt,2/10/2021,2249,Assault Offenses,Aggravated Assault,45.559102287,-122.666795267,2/10/2021,1
NE ALBERTA ST / NE 9TH AVE,21-75126,Person,King,3/20/2021,2150,Assault Offenses,Intimidation,45.559110764,-122.656566836,3/20/2021,1
NE ALBERTA ST / NE 28TH AVE,21-906189,Property,Concordia,3/31/2021,1805,Vandalism,Vandalism,45.559042233,-122.636872339,3/31/2021,1
NE ALBERTA ST / NE 82ND AVE,21-77413,Property,Sumner,3/23/2021,0538,Motor Vehicle Theft,Motor Vehicle Theft,45.559173066,-122.578548161,3/23/2021,1
NE ALBERTA ST / NE GARFIELD AVE,21-904345,Property,King,3/5/2021,1115,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.559117996,-122.662609064,3/5/2021,1
NE ALDERWOOD RD / NE MT ST HELENS AVE,21-903083,Property,,2/13/2021,0800,Vandalism,Vandalism,45.569074430,-122.560411332,2/17/2021,1
NE BRIDGETON RD / NE 1ST AVE,21-902152,Property,Bridgeton,1/30/2021,2100,Larceny Offenses,All Other Larceny,45.602376856,-122.665216691,1/31/2021,1
NE BRIDGETON RD / NE 1ST AVE,21-902282,Property,Bridgeton,1/30/2021,2100,Vandalism,Vandalism,45.602376856,-122.665216691,1/31/2021,1
NE BRIDGETON RD / NE 2ND AVE,21-903279,Property,Bridgeton,2/11/2021,1330,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.602085497,-122.663348999,2/14/2021,1
NE BROADWAY / NE 15TH AVE,21-11603,Person,Irvington,1/13/2021,1218,Assault Offenses,Aggravated Assault,45.535037031,-122.650475643,1/13/2021,1
NE BROADWAY / NE 15TH AVE,21-33726,Property,Irvington,2/6/2021,0536,Vandalism,Vandalism,45.535037031,-122.650475643,2/6/2021,1
NE BROADWAY / NE 15TH AVE,21-49008,Property,Irvington,2/6/2021,0400,Vandalism,Vandalism,45.535037031,-122.650475643,2/23/2021,1
NE BROADWAY / NE 16TH AVE,21-901257,Property,Irvington,1/17/2021,1830,Vandalism,Vandalism,45.535033853,-122.649472214,1/18/2021,1
NE BROADWAY / NE 33RD AVE,21-13678,Person,Grant Park,1/15/2021,1445,Assault Offenses,Simple Assault,45.535159022,-122.630667866,1/15/2021,1
NE BROADWAY / NE 33RD AVE,21-904417,Property,Grant Park,3/6/2021,1430,Larceny Offenses,Theft From Building,45.535159022,-122.630667866,3/6/2021,1
NE BUXTON ST / NE LAWRENCE AVE,21-901355,Property,Kerns,1/12/2021,1100,Larceny Offenses,Theft From Motor Vehicle,45.527053830,-122.638377276,1/20/2021,1
NE CESAR E CHAVEZ BLVD / NE TILLAMOOK ST,21-904288,Property,Grant Park,3/3/2021,2000,Vandalism,Vandalism,45.537776216,-122.622969651,3/5/2021,1
NE CLACKAMAS ST / NE 2ND AVE,21-901008,Property,Lloyd,1/14/2021,1708,Vandalism,Vandalism,45.532939822,-122.663688600,1/15/2021,1
NE CLACKAMAS ST / NE 28TH AVE,21-24743,Person,Sullivan's Gulch,11/22/2020,1400,Assault Offenses,Aggravated Assault,45.533053571,-122.637080808,1/27/2021,1
NE CLACKAMAS ST / NE 28TH AVE,21-24743,Property,Sullivan's Gulch,11/22/2020,1400,Vandalism,Vandalism,45.533053571,-122.637080808,1/27/2021,1
NE CLACKAMAS ST / NE 104TH AVE,21-79917,Property,Hazelwood,3/30/2021,1907,Larceny Offenses,Shoplifting,45.532769565,-122.555482774,3/30/2021,1
NE CLEVELAND AVE / NE GOING ST,21-71997,Person,Humboldt,3/17/2021,1736,Assault Offenses,Aggravated Assault,45.556396267,-122.665672623,3/17/2021,1
NE CLEVELAND AVE / NE GOING ST,21-71997,Property,Humboldt,3/17/2021,1736,Vandalism,Vandalism,45.556396267,-122.665672623,3/17/2021,1
NE CLEVELAND AVE / NE ROSA PARKS WAY,21-904332,Property,Piedmont,3/4/2021,1315,Vandalism,Vandalism,45.569955776,-122.665791811,3/5/2021,1
NE COLUMBIA BLVD / NE MARTIN LUTHER KING JR BLVD,21-74855,Person,Sunderland,3/20/2021,1608,Assault Offenses,Aggravated Assault,45.581090248,-122.661223690,3/20/2021,2
NE COUCH ST / NE 26TH AVE,21-902188,Property,Kerns,2/1/2021,0001,Larceny Offenses,Theft From Motor Vehicle,45.523569358,-122.639264757,2/1/2021,1
NE COUCH ST / NE 56TH AVE,21-904602,Property,North Tabor,9/14/2020,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.523584295,-122.606377777,3/9/2021,1
NE COUCH ST / NE 156TH AVE,21-49153,Property,Glenfair,12/15/2020,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.523075784,-122.502859619,2/23/2021,1
NE CULLY BLVD / NE EMERSON ST,21-2358,Property,Cully,1/2/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.561358553,-122.595539710,1/3/2021,1
NE DAVIS ST / NE MARTIN LUTHER KING JR BLVD,21-34245,Person,Kerns,2/6/2021,1806,Assault Offenses,Aggravated Assault,45.524358794,-122.661733947,2/6/2021,3
NE EVERETT ST / NE 7TH AVE,21-64235,Property,Kerns,3/10/2021,0744,Stolen Property Offenses,Stolen Property Offenses,45.525063980,-122.658665519,3/10/2021,1
NE FAILING ST / NE 12TH AVE,21-5465,Property,Sabin,1/5/2021,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.550781916,-122.653743308,1/6/2021,1
NE FLANDERS ST / NE 9TH AVE,21-905657,Property,Kerns,3/22/2021,1430,Larceny Offenses,Theft From Motor Vehicle,45.525763472,-122.656627270,3/23/2021,1
NE FLANDERS ST / NE 19TH AVE,21-74750,Person,Kerns,3/20/2021,1348,Assault Offenses,Aggravated Assault,45.525720091,-122.646488788,3/20/2021,1
NE FLANDERS ST / NE 22ND AVE,21-903094,Property,Kerns,2/16/2021,2100,Larceny Offenses,All Other Larceny,45.525724862,-122.643440509,2/17/2021,1
